[20:34:26] [main/INFO]: ModLauncher running: args [--username, d9_m_5, --version, 1.21.1, --gameDir, C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack, --assetsDir, C:\Users\dninemfive\Games\Modrinth\AppData\meta\assets, --assetIndex, 17, --uuid, d1e1af2bfd7d4b43adad6a600fb1b3c9, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, c4502edb-87c6-40cb-b595-64a280cf8906, --xuid, 0, --userType, msa, --versionType, release, --width, 1920, --height, 1080, --fml.neoForgeVersion, 21.1.209, --fml.fmlVersion, 4.0.41, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient]
[20:34:26] [main/INFO]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.8+9-LTS
[20:34:26] [main/INFO]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[20:34:27] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[20:34:27] [main/INFO]: Trying GL version 4.6
[20:34:27] [main/INFO]: Requested GL version 4.6 got version 4.6
[20:34:27] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/C:/Users/dninemfive/Games/Modrinth/AppData/meta/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%23166!/ Service=ModLauncher Env=CLIENT
[20:34:27] [pool-2-thread-1/INFO]: GL info: AMD Radeon RX 6700 XT GL version 4.6.0 Core Profile Context 24.30.18.241223, ATI Technologies Inc.
[20:34:27] [main/INFO]: Found mod file "client-1.21.1-20240808.144430-srg.jar" [locator: production client provider +net.neoforged:neoforge:21.1.209:client]
[20:34:27] [main/INFO]: Found mod file "neoforge-21.1.209-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[C:\Users\dninemfive\Games\Modrinth\AppData\meta\libraries\net\neoforged\neoforge\21.1.209\neoforge-21.1.209-universal.jar]], reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "accessories-neoforge-1.1.0-beta.52+1.21.1.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "accessorify-2.2.1+1.21.1.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "actuallyharvest-1.21.1-1.1.3.6-NEOFORGE.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "advancementdisable-neoforge-1.0.1+1.21.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "advancementframes-1.21-2.2.10-neoforge.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "aether-1.21.1-1.5.10-neoforge.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "aether_emissivity-1.21.1-1.0.2-neoforge.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "aether_enhanced_extinguishing-1.21.1-1.0.0-neoforge.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "aether_protect_your_moa-1.21.1-1.0.0-neoforge.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "aethersdelight-0.1.4.1-1.21.1.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "aiutd-1.0.8-1.21.1-Neoforge.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "almostunified-neoforge-1.21.1-1.3.0.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "amendments-1.21-2.0.8-neoforge.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "AnvilNeverTooExpensive-neoforge-1.21+-1.2.1.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "appleskin-neoforge-mc1.21-3.0.7.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "architectury-13.0.8-neoforge.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
[20:34:27] [main/INFO]: Found mod file "ArmorTrimItemFix-neoforge-1.21.1-1.2.0.jar" [locator: {mods folder locator at C:\Users\dninemfive\Games\Modrinth\AppData\profiles\LibPack\mods}, reader: mod manifest]
